Student_ID,First_Name,Last_Name,Gender,Age,Grade,Math_Score,English_Score,Science_Score,Attendance_Percentage,City,State,
1652,Louis,Mccormick,Other,7,1st,25,94,38,80.37,Port Marissa,Virginia,
1653,Daniel,Smith,Female,14,7th,37,50,35,93.16,Mitchellbury,Minnesota,
1654,Phillip,Hicks,Other,11,1st,72,63,58,75.89,North Sharontown,Indiana,
1655,Marissa,Petersen,Male,7,5th,50,87,25,66.09,South Angela,Wyoming,
1656,Andrew,Blankenship,Other,11,7th,6,68,12,60.29,West Carolineville,New Hampshire,
1657,Janet,Cook,Male,17,4th,42,65,33,85.11,Brownhaven,New York,
1658,Nicholas,Ferrell,Female,16,12th,1,9,83,84.91,Lisamouth,Arkansas,
1659,Robert,Smith,Female,12,11th,13,21,73,70.63,Port Traceystad,Maine,
1660,Megan,Montgomery,Female,15,4th,80,56,60,74.97,Pamelahaven,Oregon,
1661,Yvonne,Owen,Other,7,4th,91,96,48,75.54,Sparksborough,South Dakota,
1662,Heather,Lawrence,Other,11,2nd,55,65,37,93.39,Biancamouth,Kansas,
1663,Frank,Rodriguez,Male,10,3rd,53,49,54,90.17,Phillipsstad,Rhode Island,
1664,Stephanie,Herrera,Female,11,8th,63,71,11,70.25,Herreraside,Indiana,
1665,Kristin,Smith,Other,8,10th,94,99,28,67.83,Margaretburgh,Florida,
1666,Michael,Cooper,Male,8,8th,74,49,52,95.92,West Carol,Idaho,
1667,Henry,Fowler,Other,17,12th,76,51,71,75.71,Martinezchester,Ohio,
1668,Jeffrey,Harris,Male,12,6th,93,77,35,86.02,South Jasonmouth,Arizona,
1669,Carlos,Skinner,Other,18,8th,70,34,61,78.07,Johnsonchester,Alabama,
1670,Frank,Choi,Other,16,4th,37,26,36,77.82,West Gerald,Louisiana,
1671,Brian,Phillips,Other,13,7th,4,23,89,98.71,Lake Amanda,Wisconsin,
1672,Betty,Chaney,Female,16,7th,62,0,68,86.87,Cookmouth,South Carolina,
1673,Joshua,Smith,Female,11,1st,51,20,64,90.8,Debrashire,Mississippi,
1674,Jon,Jackson,Other,8,10th,62,73,31,68.18,West Devin,South Carolina,
1675,Erika,Perry,Male,17,12th,65,27,48,64.51,Jamesberg,New Jersey,
1676,Alisha,Liu,Male,14,7th,75,75,2,75.5,Kellystad,Wisconsin,
1677,Charles,Brown,Female,17,12th,92,89,63,64.27,Port Catherine,Louisiana,
1678,Kristi,Myers,Female,15,6th,78,1,93,97.32,East Maureen,Virginia,
1679,David,Perez,Female,18,7th,86,65,50,68.22,Westtown,Arizona,
1680,Laura,Owens,Other,11,10th,62,58,47,90.39,Carrport,Kansas,
1681,Eric,Dixon,Male,9,12th,29,64,97,89.43,South Jeffrey,Ohio,
1682,Courtney,Smith,Female,16,10th,91,90,69,71.94,Lake Kimberly,Iowa,
1683,Gregory,Dawson,Other,15,10th,7,92,91,87.59,New Diane,Vermont,
1684,Randy,Barnett,Female,8,9th,67,67,13,68.57,Judithland,Iowa,
1685,Russell,Smith,Male,12,9th,2,33,57,83.73,East Lisa,Massachusetts,
1686,Adam,Norman,Male,10,11th,54,38,28,72.13,West Johnhaven,Tennessee,
1687,Shirley,Le,Female,17,12th,73,28,73,78.55,Katieside,Arizona,
1688,Rachael,Davis,Other,17,1st,40,37,3,85.91,Gordonhaven,Utah,
1689,Nancy,Blevins,Male,10,9th,70,90,50,69.19,New Nathaniel,Alabama,
1690,Kaitlin,Norton,Male,8,2nd,8,34,98,95.61,East Destiny,Delaware,
1691,Arthur,Livingston,Male,8,8th,34,70,29,93.74,South Courtneyshire,Georgia,
1692,Nancy,Lawrence,Female,17,8th,82,15,57,68.67,North Jerryton,Nevada,
1693,Todd,Daniels,Other,6,1st,53,21,47,60.95,Edwardsberg,Utah,
1694,James,Reynolds,Other,17,4th,60,28,61,60.49,Ashleytown,Arizona,
1695,Thomas,Jones,Other,15,9th,14,5,72,93.18,Martinezton,Alaska,
1696,Tammy,Cervantes,Other,12,9th,63,68,13,94.41,Morrowstad,Illinois,
1697,Michael,Fischer,Other,18,7th,79,30,82,68.25,New Davidburgh,Maine,
1698,Gina,Short,Female,15,12th,82,37,39,97.87,Port Mark,North Carolina,
1699,Savannah,Murillo,Female,6,1st,44,5,42,75.54,Port Michaelborough,Mississippi,
1700,Thomas,Hernandez,Other,8,9th,57,81,18,73.09,Port Stacey,Georgia,
1701,Laura,Payne,Other,15,7th,89,18,80,99.37,West Susan,South Dakota,
1702,Tanya,Bullock,Female,11,9th,55,35,10,84.07,Jasonton,Georgia,
1703,Michael,Schmidt,Female,18,11th,2,17,12,66.61,Geraldview,California,
1704,Christopher,Hart,Other,15,1st,20,34,71,79.67,North Damonmouth,Michigan,
1705,Chloe,Holloway,Other,9,4th,36,6,21,82.43,Pattersonfurt,New York,
1706,Dana,Stewart,Female,16,5th,92,82,26,71.41,New Melissa,Virginia,
1707,Alexandria,Becker,Male,15,8th,24,31,62,99.47,Andersonfort,New Hampshire,
1708,Anne,Ingram,Other,7,7th,60,26,75,94.29,Johnsonview,New York,
1709,Darlene,Wagner,Male,13,5th,44,68,31,69.94,West Tracy,Florida,
1710,Douglas,Farmer,Other,8,5th,56,14,10,84.65,West Andrewside,Wyoming,
1711,Sharon,Herrera,Other,11,8th,29,0,18,95.38,North Patricia,Colorado,
1712,Audrey,Wang,Other,17,3rd,64,83,51,94.11,South Rachel,Indiana,
1713,Christopher,Michael,Other,7,7th,28,44,78,84.77,Garciachester,Missouri,
1714,Todd,Myers,Male,9,5th,75,80,60,94.29,Davidville,New Hampshire,
1715,Ryan,Bonilla,Female,11,10th,87,77,66,97.87,New Bethanyton,Colorado,
1716,Ashley,Bennett,Female,11,1st,43,47,92,97.21,Piercechester,Ohio,
1717,Julie,Gonzales,Male,8,12th,77,41,72,72.14,New Dianabury,Kansas,
1718,John,Adams,Female,16,9th,91,10,97,75.26,Johnsonville,Mississippi,
1719,Denise,Kemp,Female,7,3rd,84,90,29,82.72,Grayville,Florida,
1720,William,Kemp,Female,17,8th,59,70,7,66.38,South Jonathan,Oregon,
1721,Denise,Wong,Female,16,11th,16,33,98,62.14,Tanyaview,Maine,
1722,Leslie,Campbell,Female,16,8th,37,92,63,68.61,Lake Sharon,Arizona,
1723,Cassandra,Edwards,Other,17,2nd,92,17,32,67.63,Christinetown,Delaware,
1724,Jacob,Schaefer,Male,11,12th,91,52,52,76.93,Port Albertville,New Mexico,
1725,Tina,Campbell,Female,13,9th,49,78,39,95.06,North Brittany,Michigan,
1726,Karen,Bray,Female,6,2nd,53,37,94,63.04,Sanderstown,Idaho,
1727,Heather,Singh,Female,10,3rd,86,41,43,76.7,Joshuamouth,Pennsylvania,
1728,Amanda,Horton,Other,9,10th,83,7,19,60.9,East Randy,Pennsylvania,
1729,Brianna,Moss,Female,9,12th,94,80,4,90.82,Mcclainfurt,Nebraska,
1730,Eric,Reed,Female,17,9th,46,1,41,95.94,Lake Edward,Illinois,
1731,Michael,Baker,Male,7,3rd,60,45,88,72.08,Johnland,Illinois,
1732,Amber,Moore,Other,11,7th,20,28,72,70.51,Douglasberg,Illinois,
1733,Gary,Harding,Female,10,7th,79,93,76,97.21,New Jeremyfort,Washington,
1734,Richard,Williams,Male,18,6th,26,35,52,95.49,West Kelsey,Connecticut,
1735,Jennifer,Zuniga,Male,7,8th,36,22,0,92.02,Tylerborough,Missouri,
1736,Eric,Molina,Male,17,1st,88,32,34,68.19,Port Jessica,Montana,
1737,Michael,Owens,Male,6,3rd,95,2,88,96.78,Gloriaberg,Kentucky,
1738,Robert,Lee,Female,6,8th,11,68,26,89.77,New Ashleeview,North Dakota,
1739,Michele,Holt,Male,12,10th,85,84,96,87.27,Romeroton,New Hampshire,
1740,Justin,Chandler,Other,13,12th,61,99,71,61.21,Davisland,North Carolina,
1741,Steven,Andrews,Other,17,4th,16,99,62,97.24,North Kiaraville,Massachusetts,
1742,Christina,Jones,Female,12,8th,22,74,69,79.06,Hallstad,Massachusetts,
1743,Alison,Robbins,Male,8,2nd,25,13,63,60.57,Williamton,New Mexico,
1744,Jennifer,Simpson,Other,12,5th,20,92,40,63.44,Woodsview,Pennsylvania,
1745,Ryan,Williams,Male,13,6th,77,95,83,69.39,West Tannerfort,Florida,
1746,Yolanda,Snyder,Other,12,12th,62,88,30,94.79,South Penny,North Carolina,
1747,David,Weiss,Other,11,11th,12,48,41,83.19,New Jonathanbury,Arkansas,
1748,Cassandra,Riddle,Other,14,12th,53,83,59,82.3,West Parker,Ohio,
1749,Maria,Huerta,Female,12,3rd,63,32,90,70.8,Leahmouth,Idaho,
1750,Nathan,Morgan,Other,7,12th,38,80,61,88.12,North Bradley,Mississippi,
1751,Jared,Ford,Male,13,12th,30,81,65,79.19,Richardsonton,Nevada,
1752,Dennis,Ferguson,Female,18,2nd,26,77,71,89.26,South Jessica,Ohio,
1753,Kevin,Burnett,Female,15,2nd,71,70,94,66.13,Kimberlytown,Tennessee,
1754,Jay,Atkinson,Other,16,2nd,6,26,93,62.61,Port Jill,Alaska,
1755,Nancy,Wilson,Female,18,12th,2,56,10,87.12,East Carlport,Connecticut,
1756,Christian,Meyers,Other,16,8th,45,28,13,61.2,New Jason,Idaho,
1757,Larry,Johnson,Male,9,11th,33,41,54,79.9,New Melissaberg,Ohio,
1758,Charles,Mills,Female,8,6th,45,34,89,93.22,Port Nicole,Massachusetts,
1759,John,Fisher,Other,13,2nd,86,26,9,76.5,North Erin,Ohio,
1760,Chad,Watson,Female,7,9th,20,74,48,98.92,Christopherborough,Oklahoma,
1761,Gabriel,Thomas,Female,18,12th,22,80,16,83.07,Louismouth,West Virginia,
1762,Natasha,Blankenship,Male,6,7th,64,96,96,61.76,Lake Kevin,New Hampshire,
1763,Amy,Luna,Other,10,12th,4,50,1,62.52,Briannatown,Michigan,
1764,Tricia,Nguyen,Other,6,9th,8,19,20,90.78,Paynefurt,New Jersey,
1765,Jason,Galvan,Male,11,10th,43,57,66,71.23,Lake Dawn,Wisconsin,
1766,Leslie,Butler,Male,10,3rd,55,29,95,71.26,Ashleyfurt,Minnesota,
1767,Shawn,Rodriguez,Other,7,7th,14,93,15,79.17,Greenville,Massachusetts,
1768,Steven,Hill,Female,7,9th,79,92,21,92.08,West Eugeneview,New York,
1769,Nancy,White,Male,11,7th,29,55,25,60.98,Perezside,West Virginia,
1770,Stephanie,Rodgers,Male,8,1st,15,47,56,70.88,New Melaniehaven,Colorado,
1771,Katelyn,Howell,Female,12,3rd,71,18,14,94.88,Port Bryce,Georgia,
1772,David,Newman,Other,8,6th,28,61,4,69.39,Gentryport,Arkansas,
1773,Emily,Thompson,Female,17,10th,62,11,54,77.92,Chambersburgh,Alabama,
1774,Diane,Brown,Male,7,11th,33,63,63,60.08,Anthonyborough,Wisconsin,
1775,Rebecca,Sparks,Female,14,3rd,43,23,21,86.01,Port Natalie,Michigan,
1776,Eric,Jackson,Other,7,3rd,100,58,80,94.94,Greenland,Alaska,
1777,John,Smith,Male,11,3rd,45,23,67,93.42,West Annfurt,California,
1778,Travis,Wagner,Female,15,3rd,98,22,62,77.41,Keithstad,Colorado,
1779,Ian,Payne,Other,15,12th,5,24,17,98.09,Andersonmouth,Kentucky,
1780,Kelsey,Malone,Other,13,1st,98,72,95,79.54,Lake Jacobborough,Connecticut,
1781,Matthew,Kelly,Other,17,7th,71,62,70,69.26,Lake Gerald,Connecticut,
1782,Clifford,Huff,Other,6,5th,34,93,53,93.94,Potterbury,Nebraska,
1783,Derrick,Fernandez,Other,12,5th,19,23,51,61.89,Martinezfort,Kentucky,
1784,Michele,Cruz,Other,16,12th,88,82,1,74.56,Johnsonfort,Missouri,
1785,Susan,Morales,Male,8,8th,65,36,37,83.92,New Laurabury,Arizona,
1786,Ian,Schmidt,Other,15,5th,77,2,15,78.25,West Richard,Montana,
1787,Terri,Cobb,Other,12,11th,85,39,55,78.9,North Michael,New Jersey,
1788,Tony,Chan,Other,8,3rd,13,20,37,66.56,Lake Cindyfurt,Virginia,
1789,Diana,Hanson,Female,6,2nd,90,22,92,86.34,Port Aaron,North Dakota,
1790,Morgan,Logan,Male,7,3rd,6,50,86,74.85,Brookshaven,Georgia,
1791,Jeffrey,Smith,Male,11,4th,56,87,34,82.04,North Anthonyview,Connecticut,
1792,Linda,Hampton,Female,9,1st,58,77,66,65.83,East Meganview,Ohio,
1793,Troy,Manning,Other,9,10th,96,24,41,89.41,Hooverland,South Dakota,
1794,Sandra,Taylor,Female,12,5th,14,8,78,73.87,Andreaburgh,Minnesota,
1795,Joel,Padilla,Female,17,1st,13,18,47,66.96,Perkinsview,Arkansas,
1796,Aaron,Ruiz,Female,14,8th,100,9,72,76.07,Port Jorge,Nevada,
1797,Theresa,Guerrero,Male,17,8th,78,54,83,78.7,Leeborough,Maine,
1798,Michael,Oconnell,Male,17,8th,78,31,21,73.9,North Brittany,South Carolina,
1799,Stephanie,Lawrence,Male,14,9th,100,58,18,71.7,Smithhaven,Iowa,
1800,Daniel,Young,Other,10,1st,13,82,37,92.57,Kylemouth,Massachusetts,
1801,Amy,Odom,Other,16,10th,71,51,66,90.07,West Catherine,Florida,
1802,Brian,Vazquez,Female,10,8th,5,12,87,79.78,Parkerchester,Pennsylvania,
1803,Danny,Solis,Male,10,4th,64,92,26,81.69,West Madisonberg,Montana,
1804,Margaret,Macdonald,Male,9,4th,13,67,78,74.41,Port Kathleen,Utah,
1805,Jorge,Martinez,Other,7,10th,21,17,91,77.27,West Devin,Indiana,
1806,Michael,Higgins,Other,6,11th,80,93,47,84.09,Barbarabury,Utah,
1807,Donald,Nelson,Male,12,8th,15,96,66,95.39,West Carlos,Illinois,
1808,Sharon,Scott,Male,15,8th,26,1,77,73.31,Port Stephanieville,Montana,
1809,Heather,Oconnor,Other,14,7th,46,77,32,74.35,Sullivanside,Vermont,
1810,Kyle,Brown,Other,13,8th,20,12,60,78.66,Danielleburgh,New Mexico,
1811,Robert,Gonzales,Male,8,2nd,93,48,59,90.15,Watersside,Florida,
1812,Maureen,Hess,Female,6,10th,37,49,26,94.47,West Stephen,Arkansas,
1813,Michael,Jones,Female,11,10th,90,2,42,66.57,East Suzanneside,New Hampshire,
1814,Sarah,Smith,Female,6,1st,56,14,95,61.71,Elliottside,Michigan,
1815,Jonathan,Smith,Female,12,4th,97,1,92,80.25,Phillipborough,Maine,
1816,Andrea,Neal,Male,7,9th,64,97,17,94.39,Christinamouth,Kansas,
1817,Joshua,Wilson,Female,10,5th,63,82,21,85,West Sydneytown,Arizona,
1818,Thomas,Colon,Female,16,10th,93,5,67,83.95,Stephanieville,Oregon,
1819,Nathan,Cruz,Other,16,11th,12,16,91,81.61,Port Claytonton,Kentucky,
1820,Patricia,Johnson,Female,15,9th,19,31,60,93.28,North Annahaven,New York,
1821,Gregory,Lambert,Other,13,4th,82,98,1,66.38,Ryanbury,Pennsylvania,
1822,Valerie,Brooks,Other,9,1st,46,10,40,91.95,New Bethhaven,Missouri,
1823,Edward,Rivers,Male,7,3rd,42,34,53,65.58,Schwartzland,Delaware,
1824,Brett,Orozco,Male,6,3rd,17,18,22,92.65,Lake Tricia,Vermont,
1825,Kevin,Cox,Male,9,1st,15,80,19,68.23,Port Caitlin,New Mexico,
1826,Matthew,Nguyen,Male,8,11th,25,76,60,87.73,Johnsonfurt,Oregon,
1827,Joshua,Brooks,Other,16,6th,56,1,8,63.27,Lake Andrewstad,Mississippi,
1828,Kyle,Coleman,Male,10,1st,53,1,0,76.76,Lyonsfort,Delaware,
1829,Cindy,Hull,Other,7,3rd,98,13,39,64.48,Alexisville,California,
1830,Ann,Montgomery,Male,13,1st,98,69,89,80.06,Jeffreyview,South Dakota,
1831,David,Thompson,Female,7,11th,0,94,24,61.68,Landryview,Kentucky,
1832,David,Mayer,Female,10,10th,31,43,25,64.15,Jonathanborough,New Hampshire,
1833,Kevin,Sanchez,Other,18,10th,60,90,88,60.16,New Kennethshire,Tennessee,
1834,Ryan,Douglas,Female,12,5th,43,10,12,97.38,Jeffreytown,Utah,
1835,Brandon,Franco,Female,13,6th,36,25,68,86.59,Cunninghamside,Vermont,
1836,Gabrielle,Thompson,Other,13,2nd,64,17,58,66.59,Nguyenborough,Nebraska,
1837,David,Shepherd,Female,16,1st,21,61,42,69.07,Edwardport,Idaho,
1838,Gabrielle,Walker,Female,10,2nd,10,97,12,88.39,Carterbury,Virginia,
1839,Jose,Zimmerman,Female,7,7th,34,72,7,73.4,Port Edwardmouth,New York,
1840,Whitney,Goodman,Male,16,3rd,47,56,79,64.68,Gregoryport,Illinois,
1841,David,Lee,Other,14,3rd,91,20,59,89.27,Port Chris,Virginia,
1842,Catherine,Lamb,Male,12,11th,96,39,76,91.88,Ruizberg,Indiana,
1843,Kelly,Mccarty,Female,8,5th,53,42,20,81.94,Bobbyside,Maine,
1844,Dawn,Reilly,Female,11,10th,46,61,8,75.8,Zacharyborough,South Carolina,
1845,Alyssa,Griffin,Male,12,11th,80,19,44,86.28,Lake Tracytown,West Virginia,
1846,Rachel,Wallace,Female,11,12th,85,31,81,75.71,New Stephanietown,New Mexico,
1847,Jeffrey,Smith,Other,8,12th,31,7,71,83.08,East Shannon,Nebraska,
1848,Melissa,Wilson,Other,13,10th,19,69,28,89.99,Melissatown,Maryland,
1849,Kyle,Sims,Other,6,10th,96,88,44,87.51,West Austinstad,North Dakota,
1850,Tanya,Rivera,Female,10,9th,96,34,80,99.52,Wattsberg,Alaska,
1851,Eric,Roberts,Other,13,3rd,67,80,1,69.03,West Carolmouth,Connecticut,
1852,Peter,Li,Other,13,8th,53,69,24,85.76,Jesseshire,California,
1853,Patricia,Cain,Female,10,12th,100,15,35,66.23,East Peterchester,Virginia,
1854,Robert,Gay,Male,9,10th,29,2,36,87.76,Jensenhaven,Ohio,
1855,Tanner,Sharp,Male,10,6th,17,5,54,90.13,New Jenniferton,West Virginia,
1856,Timothy,Carroll,Female,15,1st,54,13,74,88.65,North Joshuaton,Massachusetts,
1857,David,Hale,Other,6,2nd,52,69,93,95.73,Stewartborough,Ohio,
1858,Laura,Oconnor,Male,8,5th,52,37,39,98.77,South Loriborough,New York,
1859,Isaac,Ayala,Male,18,6th,58,13,47,92,Smithland,Iowa,
1860,Jill,Walker,Male,17,6th,66,65,79,79.81,Port Tracyfort,Arizona,
1861,Caitlyn,Rangel,Female,16,7th,87,53,98,96.63,East Rebeccaborough,Wyoming,
1862,Keith,Rodriguez,Male,7,2nd,46,18,51,87.8,South Laurie,North Dakota,
1863,Richard,Blake,Male,7,7th,3,0,32,72.26,Wolfehaven,Vermont,
1864,Deborah,Chambers,Female,16,9th,56,28,71,90.23,Port Steven,Oklahoma,
1865,Melissa,Vaughn,Female,11,2nd,18,3,69,72.11,West Amberstad,Missouri,
1866,Megan,Robertson,Female,18,5th,98,29,82,68.37,Mckeeport,Pennsylvania,
1867,Richard,Jackson,Male,14,8th,1,54,84,85.53,East Susan,Texas,
1868,Allison,Thomas,Male,12,3rd,91,49,25,98.06,New Jerryview,Oregon,
1869,Jessica,Mills,Female,18,2nd,66,18,9,67.64,Lake Lawrencebury,South Carolina,
1870,Christopher,Carroll,Other,15,12th,8,45,75,60.65,West Hannah,Louisiana,
1871,Jeff,Burke,Female,9,5th,10,83,19,71.83,West Loriborough,Florida,
1872,Kristine,Smith,Male,14,6th,43,36,13,68.28,South Vincentmouth,California,
1873,Eric,Ward,Male,6,9th,40,28,93,93.11,Port Scottside,Nebraska,
1874,Darryl,Becker,Female,12,7th,51,87,27,87.22,Turnerport,Utah,
1875,Candace,Lee,Other,14,9th,98,49,35,62.68,Millerfurt,Colorado,
1876,Jonathan,Graham,Other,12,4th,21,87,22,78.1,Bergland,Tennessee,
1877,Carrie,Kelly,Male,14,12th,55,91,33,64.76,Jennafort,California,
1878,Michael,Davis,Other,16,4th,7,14,72,97.79,New Joseberg,South Carolina,
1879,Erin,Gilbert,Other,13,10th,50,62,13,86.46,West Dustin,Indiana,
1880,Samuel,Reynolds,Other,15,1st,97,21,16,60.42,North Thomas,Washington,
1881,Judith,Gomez,Female,9,2nd,4,14,66,83.9,Phillipsstad,Rhode Island,
1882,Karen,White,Male,13,10th,84,28,75,73.73,Hawkinshaven,Alabama,
1883,Tracy,Compton,Female,10,12th,82,13,82,75,North Lesliefurt,New Jersey,
1884,Marisa,Johnson,Other,7,11th,19,36,98,72.15,Traceyfort,Maine,
1885,Amy,Newman,Male,12,9th,73,45,49,84.77,Schneidershire,Virginia,
1886,Laura,Melton,Female,17,2nd,7,9,42,96.78,Andersonberg,Alaska,
1887,Crystal,Sanford,Male,6,8th,80,78,73,85.41,South Dawn,Louisiana,
1888,Jennifer,Dillon,Female,14,12th,91,42,98,83.73,Melindaton,Indiana,
1889,Brandon,Dean,Male,15,12th,84,15,75,87.16,East Victoria,West Virginia,
1890,Jason,Jackson,Female,14,10th,66,46,77,99.08,East Juan,Nevada,
1891,Kelly,Robertson,Other,18,12th,37,10,35,80,Lake Earl,South Carolina,
1892,Jennifer,Morales,Female,15,5th,53,5,94,74.06,Lisaville,Connecticut,
1893,Katherine,Stephens,Other,16,7th,51,77,78,70.23,East Kevin,Utah,
1894,Dan,Mendoza,Female,15,10th,87,19,85,78.94,East Stephenhaven,New Jersey,
1895,Kathleen,Allison,Other,8,6th,89,22,60,91.91,South Sarahborough,Hawaii,
1896,Rebecca,Ray,Other,7,5th,70,54,26,90.12,Port Amber,Montana,
1897,Charles,Rivas,Female,18,9th,38,67,21,90.79,Maryton,Illinois,
1898,David,Chen,Female,13,10th,92,42,0,76.91,Micheletown,Tennessee,
1899,Ryan,Martin,Male,8,10th,95,76,100,83.48,South Reneeborough,Illinois,
1900,Renee,Knox,Female,8,6th,40,23,29,95.23,East Chrisshire,Ohio,
1901,Rachel,Schwartz,Male,9,3rd,44,86,27,97.96,Murrayton,Tennessee,
1902,Rachel,Gray,Female,18,10th,1,54,11,87.39,Andersenchester,Arkansas,
1903,Jessica,Price,Male,9,10th,35,19,78,99.79,Foxside,Kentucky,
1904,Joseph,Cruz,Other,8,8th,67,85,18,75.2,East Melinda,Iowa,
1905,Brian,Jensen,Female,6,9th,78,87,18,98.51,Rayburgh,Iowa,
1906,Lindsey,Walker,Other,12,12th,18,38,21,90.36,Jenniferview,Nevada,
1907,Keith,Flynn,Female,7,11th,89,79,60,63.47,East Tinaberg,Maine,
1908,Johnathan,Ward,Male,16,8th,51,36,0,70.09,Arnoldfort,Maryland,
1909,Brent,Thompson,Female,12,8th,57,44,41,63.68,Port Amberstad,Iowa,
1910,Kimberly,Hernandez,Male,9,3rd,82,13,9,69.82,New Susanfort,Indiana,
1911,Thomas,Hicks,Male,16,10th,26,34,6,93.23,Jenniferland,New Mexico,
1912,Heidi,Marshall,Female,8,4th,69,63,17,85.25,West Johnchester,Wyoming,
1913,Ashley,Johnson,Other,15,12th,79,84,65,63.76,Amandachester,Missouri,
1914,Andrew,Stevens,Female,10,5th,100,47,56,75.19,Tinaton,Washington,
1915,Timothy,Frederick,Other,11,4th,79,33,54,73.5,Cliffordtown,New Hampshire,
1916,Jennifer,Villarreal,Male,17,1st,83,91,85,84.14,Thomastown,New Hampshire,
1917,Megan,Mata,Female,18,2nd,56,9,60,78.77,Watsonborough,New York,
1918,Kimberly,Davis,Female,7,1st,89,100,41,72.91,Garciaview,Tennessee,
1919,Patricia,Nguyen,Other,7,8th,44,0,38,82.11,South Elizabeth,South Dakota,
1920,Michelle,Campos,Female,12,11th,100,19,64,88.16,South Michael,Georgia,
1921,Kelly,Washington,Male,14,2nd,83,99,97,78.05,Haleyside,Maine,
1922,Brenda,Chavez,Female,12,12th,51,83,15,84.55,Sherylstad,Louisiana,
1923,Madeline,Reynolds,Male,14,4th,99,18,30,63.8,South Ryantown,Alabama,
1924,Donna,Pollard,Male,11,10th,25,40,71,87.35,Lake Veronica,Arkansas,
1925,Glenda,Wiley,Other,10,7th,38,18,50,83.74,North Josechester,Oklahoma,
1926,Amanda,Johnson,Other,14,7th,10,49,48,87.01,West Andre,Idaho,
1927,Claire,Roach,Male,13,1st,4,57,99,61.13,West Gary,New Jersey,
1928,Kimberly,Torres,Other,6,6th,68,92,49,80.25,Hancockport,Ohio,
1929,Nicholas,Wilson,Other,18,6th,42,100,90,62.76,Tiffanyville,Washington,
1930,Lindsey,Leonard,Male,17,9th,49,61,60,67.25,Lake Jackmouth,Wyoming,
1931,Joy,Robles,Female,15,11th,92,8,45,70.99,East Reneeside,New Hampshire,
1932,Jason,Cameron,Female,15,4th,92,14,39,82.6,Garyfurt,West Virginia,
1933,Kevin,Orozco,Other,14,1st,94,73,66,92.05,North William,Alaska,
1934,Timothy,Perkins,Other,18,11th,16,54,40,81.43,East Alyssa,Indiana,
1935,Christina,Larsen,Male,12,4th,66,93,67,88.97,Hugheshaven,Kentucky,
1936,Cassidy,Romero,Male,7,12th,69,35,10,70.13,Melissachester,Texas,
1937,Larry,Lawrence,Male,12,5th,36,18,77,64.71,North Lisafort,Idaho,
1938,Michelle,Carroll,Male,8,5th,27,11,27,80.67,Leefort,Indiana,
1939,Samuel,Jackson,Female,8,2nd,11,41,21,66.96,Lauriehaven,Rhode Island,
1940,Daniel,Reeves,Male,15,5th,65,16,81,78.07,Rayburgh,Colorado,
1941,Anthony,Bonilla,Male,15,5th,70,23,35,94.14,Lauraport,North Dakota,
1942,Kimberly,Smith,Other,15,9th,39,98,91,61.59,Lake Rachel,Michigan,
1943,Caleb,Walker,Male,18,9th,66,49,18,84.04,Bryantfurt,New Hampshire,
1944,Matthew,Ibarra,Other,7,6th,43,45,55,77.07,East Benjaminmouth,California,
1945,Heather,Schmidt,Male,7,1st,96,40,71,87.47,North Markhaven,Colorado,
1946,Travis,Jones,Male,15,2nd,81,63,56,98.74,Martinville,West Virginia,
1947,Megan,Adams,Other,18,11th,20,54,62,63.07,East Howardton,New Jersey,
1948,Kim,Kennedy,Female,7,6th,2,61,88,79.29,Beckhaven,South Dakota,
1949,Scott,Gilbert,Female,18,6th,3,88,100,69.96,West Deanfurt,Georgia,
1950,Steven,Hall,Other,10,7th,69,52,32,75.49,Autumnhaven,North Carolina,
1951,Colton,Morris,Other,14,12th,75,77,87,89.78,Cervantesside,Connecticut,
1952,Monica,Mccarthy,Female,11,10th,33,81,15,86.15,Elizabethshire,Missouri,
1953,Randall,Hubbard,Other,12,10th,30,42,71,67.07,West Nicholas,Florida,
1954,Katie,Salinas,Other,10,1st,99,17,55,75.07,Shannonside,Tennessee,
1955,Joshua,Mitchell,Other,12,3rd,38,83,83,72.09,Philipshire,South Dakota,
1956,Nina,Cantrell,Other,16,4th,92,31,44,68.94,Anthonyhaven,Connecticut,
1957,James,Roy,Other,13,6th,54,49,22,94.62,Lake Krista,Vermont,
1958,Elizabeth,Chaney,Female,15,6th,64,53,3,83.34,Carpentermouth,Maine,
1959,Joshua,Gutierrez,Other,15,11th,14,70,46,79.73,Cookville,Nebraska,
1960,Lawrence,Gomez,Female,13,8th,93,63,59,88.55,West Olivia,Tennessee,
1961,Cassandra,Hall,Male,6,8th,7,68,98,92.34,Johnsonshire,South Carolina,
1962,Tanner,Vance,Female,8,1st,47,68,85,97.92,Victoriaburgh,Idaho,
1963,Monica,Anthony,Male,10,11th,33,63,44,64.64,Harttown,California,
1964,Laura,Goodman,Female,12,3rd,80,68,93,66.58,Marystad,South Dakota,
1965,Elizabeth,Howe,Female,8,8th,64,68,54,65.28,Lake Timothy,Missouri,
1966,Denise,Johnson,Other,15,3rd,45,29,27,99.15,North Sean,Minnesota,
1967,Justin,Roth,Female,15,11th,15,49,78,84.21,Maymouth,Nebraska,
1968,John,Briggs,Female,16,8th,6,10,71,60.95,New Bethany,Kentucky,
1969,Cynthia,Fitzgerald,Other,17,9th,96,74,24,79.85,New Gary,Mississippi,
